     a                  b                  c                   d               e                f
    -0.002269         -0.000401         -0.001841          -1.341463         0.609756         -0.27439
    -0.002206         -0.003641         -0.002449          -1.158537         0.457317         -0.731707
    0.003118         -0.003889         -0.00235          -0.487805         0.335366         -1.006098
    0.00269         -0.004283         0.000073          0.091463         0.426829         -0.609756
    0.002933         0.004972         0.001816          0.487805         0.487805         -0.182927
    -0.002341         0.00261         -0.002649          -0.030488         0.548781         -0.091463
    0.000276         0.002283         0.004912          -0.304878         0.518293         -0.365854
    -0.003295         -0.000126         -0.007594          -0.823171         0.579268         -0.487805
    -0.000488         -0.00225         -0.003536          -0.304878         0.426829         -0.609756
    0.000196         -0.000042         0.004203          0.640244         0.396341         -0.304878
    -0.00082         0.000943         0.002971          0.70122         0.609756         -0.182927
    -0.000265         0.005247         0.001987          0.457317         0.823171         -0.426829
    -0.000408         0.002049         0.000222          -0.152439         0.70122         -0.518293
    0.00358         -0.001681         -0.000799          -0.609756         0.548781         -0.792683
    0.004036         -0.003298         -0.000444          -0.548781         0.609756         -0.335366
    -0.000677         0.001073         -0.003285          -0.365854         1.006098         0.182927
    -0.001519         0.002421         -0.005167          0         1.006098         0.548781
    -0.001996         0.001155         0.005046          0.182927         0.945122         0.426829
    -0.00062         -0.001029         0.010873          -0.365854         1.280488         0.152439
    0.005363         -0.011956         0.014753          -0.853659         1.676829         -0.030488
    0.024408         -0.024018         0.013755          -1.067073         2.103659         0.091463
    0.026753         -0.022144         -0.008332          -0.792683         2.164634         1.219512
    0.026871         -0.021621         0.003296          2.591464         1.280488         3.292683
    0.039466         0.000672         0.00459          3.871951         0.548781         3.506098
    0.032549         0.001904         -0.016641          -1.219512         -2.012195         5.121951
    0.028774         0.005625         -0.037727          -6.402439         -3.993902         4.664634
    0.024191         0.01368         -0.00108          -3.780488         -5.152439         4.72561
    0.022478         -0.006048         0.015933          0.304878         -5.54878         4.329268
